time_ns,clk,reset,sw,hsync,vsync,led,vgaR,vgaG,vgaB,pix_en,video_on,x,y
16802515.000,1,0,5,1,1,6,15,15,15,1,1,58,0
16802555.000,1,0,5,1,1,6,15,15,15,1,1,59,0
16802595.000,1,0,5,1,1,6,15,15,15,1,1,60,0
16802635.000,1,0,5,1,1,6,15,15,15,1,1,61,0
16802675.000,1,0,5,1,1,6,15,15,15,1,1,62,0
16802715.000,1,0,5,1,1,6,15,15,15,1,1,63,0
16802755.000,1,0,5,1,1,6,15,15,15,1,1,64,0
16802795.000,1,0,5,1,1,6,15,15,15,1,1,65,0
16802835.000,1,0,5,1,1,6,15,15,15,1,1,66,0
16802875.000,1,0,5,1,1,6,15,15,15,1,1,67,0
16802915.000,1,0,5,1,1,6,15,15,15,1,1,68,0
16802955.000,1,0,5,1,1,6,15,15,15,1,1,69,0
16802995.000,1,0,5,1,1,6,15,15,15,1,1,70,0
16803035.000,1,0,5,1,1,6,15,15,15,1,1,71,0
16803075.000,1,0,5,1,1,6,15,15,15,1,1,72,0
16803115.000,1,0,5,1,1,6,15,15,15,1,1,73,0
16803155.000,1,0,5,1,1,6,15,15,15,1,1,74,0
16803195.000,1,0,5,1,1,6,15,15,15,1,1,75,0
16803235.000,1,0,5,1,1,6,15,15,15,1,1,76,0
16803275.000,1,0,5,1,1,6,15,15,15,1,1,77,0
16803315.000,1,0,5,1,1,6,15,15,15,1,1,78,0
16803355.000,1,0,5,1,1,6,15,15,15,1,1,79,0
16803395.000,1,0,5,1,1,6,15,15,0,1,1,80,0
16803435.000,1,0,5,1,1,6,15,15,0,1,1,81,0
16803475.000,1,0,5,1,1,6,15,15,0,1,1,82,0
16803515.000,1,0,5,1,1,6,15,15,0,1,1,83,0
16803555.000,1,0,5,1,1,6,15,15,0,1,1,84,0
16803595.000,1,0,5,1,1,6,15,15,0,1,1,85,0
16803635.000,1,0,5,1,1,6,15,15,0,1,1,86,0
16803675.000,1,0,5,1,1,6,15,15,0,1,1,87,0
16803715.000,1,0,5,1,1,6,15,15,0,1,1,88,0
16803755.000,1,0,5,1,1,6,15,15,0,1,1,89,0
16803795.000,1,0,5,1,1,6,15,15,0,1,1,90,0
16803835.000,1,0,5,1,1,6,15,15,0,1,1,91,0
16803875.000,1,0,5,1,1,6,15,15,0,1,1,92,0
16803915.000,1,0,5,1,1,6,15,15,0,1,1,93,0
16803955.000,1,0,5,1,1,6,15,15,0,1,1,94,0
16803995.000,1,0,5,1,1,6,15,15,0,1,1,95,0
16804035.000,1,0,5,1,1,6,15,15,0,1,1,96,0
16804075.000,1,0,5,1,1,6,15,15,0,1,1,97,0
16804115.000,1,0,5,1,1,6,15,15,0,1,1,98,0
16804155.000,1,0,5,1,1,6,15,15,0,1,1,99,0
16804195.000,1,0,5,1,1,6,15,15,0,1,1,100,0
16804235.000,1,0,5,1,1,6,15,15,0,1,1,101,0
16804275.000,1,0,5,1,1,6,15,15,0,1,1,102,0
16804315.000,1,0,5,1,1,6,15,15,0,1,1,103,0
16804355.000,1,0,5,1,1,6,15,15,0,1,1,104,0
16804395.000,1,0,5,1,1,6,15,15,0,1,1,105,0
16804435.000,1,0,5,1,1,6,15,15,0,1,1,106,0
16804475.000,1,0,5,1,1,6,15,15,0,1,1,107,0
16804515.000,1,0,5,1,1,6,15,15,0,1,1,108,0
16804555.000,1,0,5,1,1,6,15,15,0,1,1,109,0
16804595.000,1,0,5,1,1,6,15,15,0,1,1,110,0
16804635.000,1,0,5,1,1,6,15,15,0,1,1,111,0
16804675.000,1,0,5,1,1,6,15,15,0,1,1,112,0
16804715.000,1,0,5,1,1,6,15,15,0,1,1,113,0
16804755.000,1,0,5,1,1,6,15,15,0,1,1,114,0
16804795.000,1,0,5,1,1,6,15,15,0,1,1,115,0
16804835.000,1,0,5,1,1,6,15,15,0,1,1,116,0
16804875.000,1,0,5,1,1,6,15,15,0,1,1,117,0
16804915.000,1,0,5,1,1,6,15,15,0,1,1,118,0
16804955.000,1,0,5,1,1,6,15,15,0,1,1,119,0
16804995.000,1,0,5,1,1,6,15,15,0,1,1,120,0
16805035.000,1,0,5,1,1,6,15,15,0,1,1,121,0
16805075.000,1,0,5,1,1,6,15,15,0,1,1,122,0
16805115.000,1,0,5,1,1,6,15,15,0,1,1,123,0
16805155.000,1,0,5,1,1,6,15,15,0,1,1,124,0
16805195.000,1,0,5,1,1,6,15,15,0,1,1,125,0
16805235.000,1,0,5,1,1,6,15,15,0,1,1,126,0
16805275.000,1,0,5,1,1,6,15,15,0,1,1,127,0
16805315.000,1,0,5,1,1,6,15,15,0,1,1,128,0
16805355.000,1,0,5,1,1,6,15,15,0,1,1,129,0
16805395.000,1,0,5,1,1,6,15,15,0,1,1,130,0
16805435.000,1,0,5,1,1,6,15,15,0,1,1,131,0
16805475.000,1,0,5,1,1,6,15,15,0,1,1,132,0
16805515.000,1,0,5,1,1,6,15,15,0,1,1,133,0
16805555.000,1,0,5,1,1,6,15,15,0,1,1,134,0
16805595.000,1,0,5,1,1,6,15,15,0,1,1,135,0
16805635.000,1,0,5,1,1,6,15,15,0,1,1,136,0
16805675.000,1,0,5,1,1,6,15,15,0,1,1,137,0
16805715.000,1,0,5,1,1,6,15,15,0,1,1,138,0
16805755.000,1,0,5,1,1,6,15,15,0,1,1,139,0
16805795.000,1,0,5,1,1,6,15,15,0,1,1,140,0
16805835.000,1,0,5,1,1,6,15,15,0,1,1,141,0
16805875.000,1,0,5,1,1,6,15,15,0,1,1,142,0
16805915.000,1,0,5,1,1,6,15,15,0,1,1,143,0
16805955.000,1,0,5,1,1,6,15,15,0,1,1,144,0
16805995.000,1,0,5,1,1,6,15,15,0,1,1,145,0
16806035.000,1,0,5,1,1,6,15,15,0,1,1,146,0
16806075.000,1,0,5,1,1,6,15,15,0,1,1,147,0
16806115.000,1,0,5,1,1,6,15,15,0,1,1,148,0
16806155.000,1,0,5,1,1,6,15,15,0,1,1,149,0
16806195.000,1,0,5,1,1,6,15,15,0,1,1,150,0
16806235.000,1,0,5,1,1,6,15,15,0,1,1,151,0
16806275.000,1,0,5,1,1,6,15,15,0,1,1,152,0
16806315.000,1,0,5,1,1,6,15,15,0,1,1,153,0
16806355.000,1,0,5,1,1,6,15,15,0,1,1,154,0
16806395.000,1,0,5,1,1,6,15,15,0,1,1,155,0
16806435.000,1,0,5,1,1,6,15,15,0,1,1,156,0
16806475.000,1,0,5,1,1,6,15,15,0,1,1,157,0
16806515.000,1,0,5,1,1,6,15,15,0,1,1,158,0
16806555.000,1,0,5,1,1,6,15,15,0,1,1,159,0
16806595.000,1,0,5,1,1,2,0,15,15,1,1,160,0
16806635.000,1,0,5,1,1,2,0,15,15,1,1,161,0
16806675.000,1,0,5,1,1,2,0,15,15,1,1,162,0
16806715.000,1,0,5,1,1,2,0,15,15,1,1,163,0
16806755.000,1,0,5,1,1,2,0,15,15,1,1,164,0
16806795.000,1,0,5,1,1,2,0,15,15,1,1,165,0
16806835.000,1,0,5,1,1,2,0,15,15,1,1,166,0
16806875.000,1,0,5,1,1,2,0,15,15,1,1,167,0
16806915.000,1,0,5,1,1,2,0,15,15,1,1,168,0
16806955.000,1,0,5,1,1,2,0,15,15,1,1,169,0
16806995.000,1,0,5,1,1,2,0,15,15,1,1,170,0
16807035.000,1,0,5,1,1,2,0,15,15,1,1,171,0
16807075.000,1,0,5,1,1,2,0,15,15,1,1,172,0
16807115.000,1,0,5,1,1,2,0,15,15,1,1,173,0
16807155.000,1,0,5,1,1,2,0,15,15,1,1,174,0
16807195.000,1,0,5,1,1,2,0,15,15,1,1,175,0
16807235.000,1,0,5,1,1,2,0,15,15,1,1,176,0
16807275.000,1,0,5,1,1,2,0,15,15,1,1,177,0
16807315.000,1,0,5,1,1,2,0,15,15,1,1,178,0
16807355.000,1,0,5,1,1,2,0,15,15,1,1,179,0
16807395.000,1,0,5,1,1,2,0,15,15,1,1,180,0
16807435.000,1,0,5,1,1,2,0,15,15,1,1,181,0
16807475.000,1,0,5,1,1,2,0,15,15,1,1,182,0
16807515.000,1,0,5,1,1,2,0,15,15,1,1,183,0
16807555.000,1,0,5,1,1,2,0,15,15,1,1,184,0
16807595.000,1,0,5,1,1,2,0,15,15,1,1,185,0
16807635.000,1,0,5,1,1,2,0,15,15,1,1,186,0
16807675.000,1,0,5,1,1,2,0,15,15,1,1,187,0
16807715.000,1,0,5,1,1,2,0,15,15,1,1,188,0
16807755.000,1,0,5,1,1,2,0,15,15,1,1,189,0
16807795.000,1,0,5,1,1,2,0,15,15,1,1,190,0
16807835.000,1,0,5,1,1,2,0,15,15,1,1,191,0
16807875.000,1,0,5,1,1,2,0,15,15,1,1,192,0
16807915.000,1,0,5,1,1,2,0,15,15,1,1,193,0
16807955.000,1,0,5,1,1,2,0,15,15,1,1,194,0
16807995.000,1,0,5,1,1,2,0,15,15,1,1,195,0
16808035.000,1,0,5,1,1,2,0,15,15,1,1,196,0
16808075.000,1,0,5,1,1,2,0,15,15,1,1,197,0
16808115.000,1,0,5,1,1,2,0,15,15,1,1,198,0
16808155.000,1,0,5,1,1,2,0,15,15,1,1,199,0
16808195.000,1,0,5,1,1,2,0,15,15,1,1,200,0
16808235.000,1,0,5,1,1,2,0,15,15,1,1,201,0
16808275.000,1,0,5,1,1,2,0,15,15,1,1,202,0
16808315.000,1,0,5,1,1,2,0,15,15,1,1,203,0
16808355.000,1,0,5,1,1,2,0,15,15,1,1,204,0
16808395.000,1,0,5,1,1,2,0,15,15,1,1,205,0
16808435.000,1,0,5,1,1,2,0,15,15,1,1,206,0
16808475.000,1,0,5,1,1,2,0,15,15,1,1,207,0
16808515.000,1,0,5,1,1,2,0,15,15,1,1,208,0
16808555.000,1,0,5,1,1,2,0,15,15,1,1,209,0
16808595.000,1,0,5,1,1,2,0,15,15,1,1,210,0
16808635.000,1,0,5,1,1,2,0,15,15,1,1,211,0
16808675.000,1,0,5,1,1,2,0,15,15,1,1,212,0
16808715.000,1,0,5,1,1,2,0,15,15,1,1,213,0
16808755.000,1,0,5,1,1,2,0,15,15,1,1,214,0
16808795.000,1,0,5,1,1,2,0,15,15,1,1,215,0
16808835.000,1,0,5,1,1,2,0,15,15,1,1,216,0
16808875.000,1,0,5,1,1,2,0,15,15,1,1,217,0
16808915.000,1,0,5,1,1,2,0,15,15,1,1,218,0
16808955.000,1,0,5,1,1,2,0,15,15,1,1,219,0
16808995.000,1,0,5,1,1,2,0,15,15,1,1,220,0
16809035.000,1,0,5,1,1,2,0,15,15,1,1,221,0
16809075.000,1,0,5,1,1,2,0,15,15,1,1,222,0
16809115.000,1,0,5,1,1,2,0,15,15,1,1,223,0
16809155.000,1,0,5,1,1,2,0,15,15,1,1,224,0
16809195.000,1,0,5,1,1,2,0,15,15,1,1,225,0
16809235.000,1,0,5,1,1,2,0,15,15,1,1,226,0
16809275.000,1,0,5,1,1,2,0,15,15,1,1,227,0
16809315.000,1,0,5,1,1,2,0,15,15,1,1,228,0
16809355.000,1,0,5,1,1,2,0,15,15,1,1,229,0
16809395.000,1,0,5,1,1,2,0,15,15,1,1,230,0
16809435.000,1,0,5,1,1,2,0,15,15,1,1,231,0
16809475.000,1,0,5,1,1,2,0,15,15,1,1,232,0
16809515.000,1,0,5,1,1,2,0,15,15,1,1,233,0
16809555.000,1,0,5,1,1,2,0,15,15,1,1,234,0
16809595.000,1,0,5,1,1,2,0,15,15,1,1,235,0
16809635.000,1,0,5,1,1,2,0,15,15,1,1,236,0
16809675.000,1,0,5,1,1,2,0,15,15,1,1,237,0
16809715.000,1,0,5,1,1,2,0,15,15,1,1,238,0
16809755.000,1,0,5,1,1,2,0,15,15,1,1,239,0
16809795.000,1,0,5,1,1,2,0,15,0,1,1,240,0
16809835.000,1,0,5,1,1,2,0,15,0,1,1,241,0
16809875.000,1,0,5,1,1,2,0,15,0,1,1,242,0
16809915.000,1,0,5,1,1,2,0,15,0,1,1,243,0
16809955.000,1,0,5,1,1,2,0,15,0,1,1,244,0
16809995.000,1,0,5,1,1,2,0,15,0,1,1,245,0
16810035.000,1,0,5,1,1,2,0,15,0,1,1,246,0
16810075.000,1,0,5,1,1,2,0,15,0,1,1,247,0
16810115.000,1,0,5,1,1,2,0,15,0,1,1,248,0
16810155.000,1,0,5,1,1,2,0,15,0,1,1,249,0
16810195.000,1,0,5,1,1,2,0,15,0,1,1,250,0
16810235.000,1,0,5,1,1,2,0,15,0,1,1,251,0
16810275.000,1,0,5,1,1,2,0,15,0,1,1,252,0
16810315.000,1,0,5,1,1,2,0,15,0,1,1,253,0
16810355.000,1,0,5,1,1,2,0,15,0,1,1,254,0
16810395.000,1,0,5,1,1,2,0,15,0,1,1,255,0
16810435.000,1,0,5,1,1,2,0,15,0,1,1,256,0
16810475.000,1,0,5,1,1,2,0,15,0,1,1,257,0
16810515.000,1,0,5,1,1,2,0,15,0,1,1,258,0
16810555.000,1,0,5,1,1,2,0,15,0,1,1,259,0
16810595.000,1,0,5,1,1,2,0,15,0,1,1,260,0
16810635.000,1,0,5,1,1,2,0,15,0,1,1,261,0
16810675.000,1,0,5,1,1,2,0,15,0,1,1,262,0
16810715.000,1,0,5,1,1,2,0,15,0,1,1,263,0
16810755.000,1,0,5,1,1,2,0,15,0,1,1,264,0
16810795.000,1,0,5,1,1,2,0,15,0,1,1,265,0
16810835.000,1,0,5,1,1,2,0,15,0,1,1,266,0
16810875.000,1,0,5,1,1,2,0,15,0,1,1,267,0
16810915.000,1,0,5,1,1,2,0,15,0,1,1,268,0
16810955.000,1,0,5,1,1,2,0,15,0,1,1,269,0
16810995.000,1,0,5,1,1,2,0,15,0,1,1,270,0
16811035.000,1,0,5,1,1,2,0,15,0,1,1,271,0
16811075.000,1,0,5,1,1,2,0,15,0,1,1,272,0
16811115.000,1,0,5,1,1,2,0,15,0,1,1,273,0
16811155.000,1,0,5,1,1,2,0,15,0,1,1,274,0
16811195.000,1,0,5,1,1,2,0,15,0,1,1,275,0
16811235.000,1,0,5,1,1,2,0,15,0,1,1,276,0
16811275.000,1,0,5,1,1,2,0,15,0,1,1,277,0
16811315.000,1,0,5,1,1,2,0,15,0,1,1,278,0
16811355.000,1,0,5,1,1,2,0,15,0,1,1,279,0
16811395.000,1,0,5,1,1,2,0,15,0,1,1,280,0
16811435.000,1,0,5,1,1,2,0,15,0,1,1,281,0
16811475.000,1,0,5,1,1,2,0,15,0,1,1,282,0
16811515.000,1,0,5,1,1,2,0,15,0,1,1,283,0
16811555.000,1,0,5,1,1,2,0,15,0,1,1,284,0
16811595.000,1,0,5,1,1,2,0,15,0,1,1,285,0
16811635.000,1,0,5,1,1,2,0,15,0,1,1,286,0
16811675.000,1,0,5,1,1,2,0,15,0,1,1,287,0
16811715.000,1,0,5,1,1,2,0,15,0,1,1,288,0
16811755.000,1,0,5,1,1,2,0,15,0,1,1,289,0
16811795.000,1,0,5,1,1,2,0,15,0,1,1,290,0
16811835.000,1,0,5,1,1,2,0,15,0,1,1,291,0
16811875.000,1,0,5,1,1,2,0,15,0,1,1,292,0
16811915.000,1,0,5,1,1,2,0,15,0,1,1,293,0
16811955.000,1,0,5,1,1,2,0,15,0,1,1,294,0
16811995.000,1,0,5,1,1,2,0,15,0,1,1,295,0
16812035.000,1,0,5,1,1,2,0,15,0,1,1,296,0
16812075.000,1,0,5,1,1,2,0,15,0,1,1,297,0
16812115.000,1,0,5,1,1,2,0,15,0,1,1,298,0
16812155.000,1,0,5,1,1,2,0,15,0,1,1,299,0
16812195.000,1,0,5,1,1,2,0,15,0,1,1,300,0
16812235.000,1,0,5,1,1,2,0,15,0,1,1,301,0
16812275.000,1,0,5,1,1,2,0,15,0,1,1,302,0
16812315.000,1,0,5,1,1,2,0,15,0,1,1,303,0
16812355.000,1,0,5,1,1,2,0,15,0,1,1,304,0
16812395.000,1,0,5,1,1,2,0,15,0,1,1,305,0
16812435.000,1,0,5,1,1,2,0,15,0,1,1,306,0
16812475.000,1,0,5,1,1,2,0,15,0,1,1,307,0
16812515.000,1,0,5,1,1,2,0,15,0,1,1,308,0
16812555.000,1,0,5,1,1,2,0,15,0,1,1,309,0
16812595.000,1,0,5,1,1,2,0,15,0,1,1,310,0
16812635.000,1,0,5,1,1,2,0,15,0,1,1,311,0
16812675.000,1,0,5,1,1,2,0,15,0,1,1,312,0
16812715.000,1,0,5,1,1,2,0,15,0,1,1,313,0
16812755.000,1,0,5,1,1,2,0,15,0,1,1,314,0
16812795.000,1,0,5,1,1,2,0,15,0,1,1,315,0
16812835.000,1,0,5,1,1,2,0,15,0,1,1,316,0
16812875.000,1,0,5,1,1,2,0,15,0,1,1,317,0
16812915.000,1,0,5,1,1,2,0,15,0,1,1,318,0
16812955.000,1,0,5,1,1,2,0,15,0,1,1,319,0
16812995.000,1,0,5,1,1,6,15,0,15,1,1,320,0
16813035.000,1,0,5,1,1,6,15,0,15,1,1,321,0
16813075.000,1,0,5,1,1,6,15,0,15,1,1,322,0
16813115.000,1,0,5,1,1,6,15,0,15,1,1,323,0
16813155.000,1,0,5,1,1,6,15,0,15,1,1,324,0
16813195.000,1,0,5,1,1,6,15,0,15,1,1,325,0
16813235.000,1,0,5,1,1,6,15,0,15,1,1,326,0
16813275.000,1,0,5,1,1,6,15,0,15,1,1,327,0
16813315.000,1,0,5,1,1,6,15,0,15,1,1,328,0
16813355.000,1,0,5,1,1,6,15,0,15,1,1,329,0
16813395.000,1,0,5,1,1,6,15,0,15,1,1,330,0
16813435.000,1,0,5,1,1,6,15,0,15,1,1,331,0
16813475.000,1,0,5,1,1,6,15,0,15,1,1,332,0
16813515.000,1,0,5,1,1,6,15,0,15,1,1,333,0
16813555.000,1,0,5,1,1,6,15,0,15,1,1,334,0
16813595.000,1,0,5,1,1,6,15,0,15,1,1,335,0
16813635.000,1,0,5,1,1,6,15,0,15,1,1,336,0
16813675.000,1,0,5,1,1,6,15,0,15,1,1,337,0
16813715.000,1,0,5,1,1,6,15,0,15,1,1,338,0
16813755.000,1,0,5,1,1,6,15,0,15,1,1,339,0
16813795.000,1,0,5,1,1,6,15,0,15,1,1,340,0
16813835.000,1,0,5,1,1,6,15,0,15,1,1,341,0
16813875.000,1,0,5,1,1,6,15,0,15,1,1,342,0
16813915.000,1,0,5,1,1,6,15,0,15,1,1,343,0
16813955.000,1,0,5,1,1,6,15,0,15,1,1,344,0
16813995.000,1,0,5,1,1,6,15,0,15,1,1,345,0
16814035.000,1,0,5,1,1,6,15,0,15,1,1,346,0
16814075.000,1,0,5,1,1,6,15,0,15,1,1,347,0
16814115.000,1,0,5,1,1,6,15,0,15,1,1,348,0
16814155.000,1,0,5,1,1,6,15,0,15,1,1,349,0
16814195.000,1,0,5,1,1,6,15,0,15,1,1,350,0
16814235.000,1,0,5,1,1,6,15,0,15,1,1,351,0
16814275.000,1,0,5,1,1,6,15,0,15,1,1,352,0
16814315.000,1,0,5,1,1,6,15,0,15,1,1,353,0
16814355.000,1,0,5,1,1,6,15,0,15,1,1,354,0
16814395.000,1,0,5,1,1,6,15,0,15,1,1,355,0
16814435.000,1,0,5,1,1,6,15,0,15,1,1,356,0
16814475.000,1,0,5,1,1,6,15,0,15,1,1,357,0
16814515.000,1,0,5,1,1,6,15,0,15,1,1,358,0
16814555.000,1,0,5,1,1,6,15,0,15,1,1,359,0
16814595.000,1,0,5,1,1,6,15,0,15,1,1,360,0
16814635.000,1,0,5,1,1,6,15,0,15,1,1,361,0
16814675.000,1,0,5,1,1,6,15,0,15,1,1,362,0
16814715.000,1,0,5,1,1,6,15,0,15,1,1,363,0
16814755.000,1,0,5,1,1,6,15,0,15,1,1,364,0
16814795.000,1,0,5,1,1,6,15,0,15,1,1,365,0
16814835.000,1,0,5,1,1,6,15,0,15,1,1,366,0
16814875.000,1,0,5,1,1,6,15,0,15,1,1,367,0
16814915.000,1,0,5,1,1,6,15,0,15,1,1,368,0
16814955.000,1,0,5,1,1,6,15,0,15,1,1,369,0
16814995.000,1,0,5,1,1,6,15,0,15,1,1,370,0
16815035.000,1,0,5,1,1,6,15,0,15,1,1,371,0
16815075.000,1,0,5,1,1,6,15,0,15,1,1,372,0
16815115.000,1,0,5,1,1,6,15,0,15,1,1,373,0
16815155.000,1,0,5,1,1,6,15,0,15,1,1,374,0
16815195.000,1,0,5,1,1,6,15,0,15,1,1,375,0
16815235.000,1,0,5,1,1,6,15,0,15,1,1,376,0
16815275.000,1,0,5,1,1,6,15,0,15,1,1,377,0
16815315.000,1,0,5,1,1,6,15,0,15,1,1,378,0
16815355.000,1,0,5,1,1,6,15,0,15,1,1,379,0
16815395.000,1,0,5,1,1,6,15,0,15,1,1,380,0
16815435.000,1,0,5,1,1,6,15,0,15,1,1,381,0
16815475.000,1,0,5,1,1,6,15,0,15,1,1,382,0
16815515.000,1,0,5,1,1,6,15,0,15,1,1,383,0
16815555.000,1,0,5,1,1,6,15,0,15,1,1,384,0
16815595.000,1,0,5,1,1,6,15,0,15,1,1,385,0
16815635.000,1,0,5,1,1,6,15,0,15,1,1,386,0
16815675.000,1,0,5,1,1,6,15,0,15,1,1,387,0
16815715.000,1,0,5,1,1,6,15,0,15,1,1,388,0
16815755.000,1,0,5,1,1,6,15,0,15,1,1,389,0
16815795.000,1,0,5,1,1,6,15,0,15,1,1,390,0
16815835.000,1,0,5,1,1,6,15,0,15,1,1,391,0
16815875.000,1,0,5,1,1,6,15,0,15,1,1,392,0
16815915.000,1,0,5,1,1,6,15,0,15,1,1,393,0
16815955.000,1,0,5,1,1,6,15,0,15,1,1,394,0
16815995.000,1,0,5,1,1,6,15,0,15,1,1,395,0
16816035.000,1,0,5,1,1,6,15,0,15,1,1,396,0
16816075.000,1,0,5,1,1,6,15,0,15,1,1,397,0
16816115.000,1,0,5,1,1,6,15,0,15,1,1,398,0
16816155.000,1,0,5,1,1,6,15,0,15,1,1,399,0
16816195.000,1,0,5,1,1,6,15,0,0,1,1,400,0
16816235.000,1,0,5,1,1,6,15,0,0,1,1,401,0
16816275.000,1,0,5,1,1,6,15,0,0,1,1,402,0
16816315.000,1,0,5,1,1,6,15,0,0,1,1,403,0
16816355.000,1,0,5,1,1,6,15,0,0,1,1,404,0
16816395.000,1,0,5,1,1,6,15,0,0,1,1,405,0
16816435.000,1,0,5,1,1,6,15,0,0,1,1,406,0
16816475.000,1,0,5,1,1,6,15,0,0,1,1,407,0
16816515.000,1,0,5,1,1,6,15,0,0,1,1,408,0
16816555.000,1,0,5,1,1,6,15,0,0,1,1,409,0
16816595.000,1,0,5,1,1,6,15,0,0,1,1,410,0
16816635.000,1,0,5,1,1,6,15,0,0,1,1,411,0
16816675.000,1,0,5,1,1,6,15,0,0,1,1,412,0
16816715.000,1,0,5,1,1,6,15,0,0,1,1,413,0
16816755.000,1,0,5,1,1,6,15,0,0,1,1,414,0
16816795.000,1,0,5,1,1,6,15,0,0,1,1,415,0
16816835.000,1,0,5,1,1,6,15,0,0,1,1,416,0
16816875.000,1,0,5,1,1,6,15,0,0,1,1,417,0
16816915.000,1,0,5,1,1,6,15,0,0,1,1,418,0
16816955.000,1,0,5,1,1,6,15,0,0,1,1,419,0
16816995.000,1,0,5,1,1,6,15,0,0,1,1,420,0
16817035.000,1,0,5,1,1,6,15,0,0,1,1,421,0
16817075.000,1,0,5,1,1,6,15,0,0,1,1,422,0
16817115.000,1,0,5,1,1,6,15,0,0,1,1,423,0
16817155.000,1,0,5,1,1,6,15,0,0,1,1,424,0
16817195.000,1,0,5,1,1,6,15,0,0,1,1,425,0
16817235.000,1,0,5,1,1,6,15,0,0,1,1,426,0
16817275.000,1,0,5,1,1,6,15,0,0,1,1,427,0
16817315.000,1,0,5,1,1,6,15,0,0,1,1,428,0
16817355.000,1,0,5,1,1,6,15,0,0,1,1,429,0
16817395.000,1,0,5,1,1,6,15,0,0,1,1,430,0
16817435.000,1,0,5,1,1,6,15,0,0,1,1,431,0
16817475.000,1,0,5,1,1,6,15,0,0,1,1,432,0
16817515.000,1,0,5,1,1,6,15,0,0,1,1,433,0
