time_ns,clk,reset,sw,hsync,vsync,led,vgaR,vgaG,vgaB,pix_en,video_on,x,y
47360195.000,1,0,5,1,1,6,15,15,15,1,1,0,430
47392195.000,1,0,5,1,1,6,15,15,15,1,1,0,431
47424195.000,1,0,5,1,1,6,15,15,15,1,1,0,432
47456195.000,1,0,5,1,1,6,15,15,15,1,1,0,433
47488195.000,1,0,5,1,1,6,15,15,15,1,1,0,434
47520195.000,1,0,5,1,1,6,15,15,15,1,1,0,435
47552195.000,1,0,5,1,1,6,15,15,15,1,1,0,436
47584195.000,1,0,5,1,1,6,15,15,15,1,1,0,437
47616195.000,1,0,5,1,1,6,15,15,15,1,1,0,438
47648195.000,1,0,5,1,1,6,15,15,15,1,1,0,439
47680195.000,1,0,5,1,1,6,15,15,15,1,1,0,440
47712195.000,1,0,5,1,1,6,15,15,15,1,1,0,441
47744195.000,1,0,5,1,1,6,15,15,15,1,1,0,442
47776195.000,1,0,5,1,1,6,15,15,15,1,1,0,443
47808195.000,1,0,5,1,1,6,15,15,15,1,1,0,444
47840195.000,1,0,5,1,1,6,15,15,15,1,1,0,445
47872195.000,1,0,5,1,1,6,15,15,15,1,1,0,446
47904195.000,1,0,5,1,1,6,15,15,15,1,1,0,447
47936195.000,1,0,5,1,1,6,15,15,15,1,1,0,448
47968195.000,1,0,5,1,1,6,15,15,15,1,1,0,449
48000195.000,1,0,5,1,1,6,15,15,15,1,1,0,450
48032195.000,1,0,5,1,1,6,15,15,15,1,1,0,451
48064195.000,1,0,5,1,1,6,15,15,15,1,1,0,452
48096195.000,1,0,5,1,1,6,15,15,15,1,1,0,453
48128195.000,1,0,5,1,1,6,15,15,15,1,1,0,454
48160195.000,1,0,5,1,1,6,15,15,15,1,1,0,455
48192195.000,1,0,5,1,1,6,15,15,15,1,1,0,456
48224195.000,1,0,5,1,1,6,15,15,15,1,1,0,457
48256195.000,1,0,5,1,1,6,15,15,15,1,1,0,458
48288195.000,1,0,5,1,1,6,15,15,15,1,1,0,459
48320195.000,1,0,5,1,1,6,15,15,15,1,1,0,460
48352195.000,1,0,5,1,1,6,15,15,15,1,1,0,461
48384195.000,1,0,5,1,1,6,15,15,15,1,1,0,462
48416195.000,1,0,5,1,1,6,15,15,15,1,1,0,463
48448195.000,1,0,5,1,1,6,15,15,15,1,1,0,464
48480195.000,1,0,5,1,1,6,15,15,15,1,1,0,465
48512195.000,1,0,5,1,1,6,15,15,15,1,1,0,466
48544195.000,1,0,5,1,1,6,15,15,15,1,1,0,467
48576195.000,1,0,5,1,1,6,15,15,15,1,1,0,468
48608195.000,1,0,5,1,1,6,15,15,15,1,1,0,469
48640195.000,1,0,5,1,1,6,15,15,15,1,1,0,470
48672195.000,1,0,5,1,1,6,15,15,15,1,1,0,471
48704195.000,1,0,5,1,1,6,15,15,15,1,1,0,472
48736195.000,1,0,5,1,1,6,15,15,15,1,1,0,473
48768195.000,1,0,5,1,1,6,15,15,15,1,1,0,474
48800195.000,1,0,5,1,1,6,15,15,15,1,1,0,475
48832195.000,1,0,5,1,1,6,15,15,15,1,1,0,476
48864195.000,1,0,5,1,1,6,15,15,15,1,1,0,477
48896195.000,1,0,5,1,1,6,15,15,15,1,1,0,478
48928195.000,1,0,5,1,1,6,15,15,15,1,1,0,479
48960195.000,1,0,5,1,1,0,0,0,0,1,0,0,480
48992195.000,1,0,5,1,1,0,0,0,0,1,0,0,481
49024195.000,1,0,5,1,1,0,0,0,0,1,0,0,482
49056195.000,1,0,5,1,1,0,0,0,0,1,0,0,483
49088195.000,1,0,5,1,1,0,0,0,0,1,0,0,484
49120195.000,1,0,5,1,1,0,0,0,0,1,0,0,485
49152195.000,1,0,5,1,1,0,0,0,0,1,0,0,486
49184195.000,1,0,5,1,1,0,0,0,0,1,0,0,487
49216195.000,1,0,5,1,1,0,0,0,0,1,0,0,488
49248195.000,1,0,5,1,1,0,0,0,0,1,0,0,489
49280195.000,1,0,5,1,0,0,0,0,0,1,0,0,490
49312195.000,1,0,5,1,0,0,0,0,0,1,0,0,491
49344195.000,1,0,5,1,1,0,0,0,0,1,0,0,492
49376195.000,1,0,5,1,1,0,0,0,0,1,0,0,493
49408195.000,1,0,5,1,1,0,0,0,0,1,0,0,494
49440195.000,1,0,5,1,1,0,0,0,0,1,0,0,495
49472195.000,1,0,5,1,1,0,0,0,0,1,0,0,496
49504195.000,1,0,5,1,1,0,0,0,0,1,0,0,497
49536195.000,1,0,5,1,1,0,0,0,0,1,0,0,498
49568195.000,1,0,5,1,1,0,0,0,0,1,0,0,499
49600195.000,1,0,5,1,1,0,0,0,0,1,0,0,500
49632195.000,1,0,5,1,1,0,0,0,0,1,0,0,501
49664195.000,1,0,5,1,1,0,0,0,0,1,0,0,502
49696195.000,1,0,5,1,1,0,0,0,0,1,0,0,503
49728195.000,1,0,5,1,1,0,0,0,0,1,0,0,504
49760195.000,1,0,5,1,1,0,0,0,0,1,0,0,505
49792195.000,1,0,5,1,1,0,0,0,0,1,0,0,506
49824195.000,1,0,5,1,1,0,0,0,0,1,0,0,507
49856195.000,1,0,5,1,1,0,0,0,0,1,0,0,508
49888195.000,1,0,5,1,1,0,0,0,0,1,0,0,509
49920195.000,1,0,5,1,1,0,0,0,0,1,0,0,510
49952195.000,1,0,5,1,1,0,0,0,0,1,0,0,511
49984195.000,1,0,5,1,1,0,0,0,0,1,0,0,512
50016195.000,1,0,5,1,1,0,0,0,0,1,0,0,513
50048195.000,1,0,5,1,1,0,0,0,0,1,0,0,514
50080195.000,1,0,5,1,1,0,0,0,0,1,0,0,515
50112195.000,1,0,5,1,1,0,0,0,0,1,0,0,516
50144195.000,1,0,5,1,1,0,0,0,0,1,0,0,517
50176195.000,1,0,5,1,1,0,0,0,0,1,0,0,518
50208195.000,1,0,5,1,1,0,0,0,0,1,0,0,519
50240195.000,1,0,5,1,1,0,0,0,0,1,0,0,520
50272195.000,1,0,5,1,1,0,0,0,0,1,0,0,521
50304195.000,1,0,5,1,1,0,0,0,0,1,0,0,522
50336195.000,1,0,5,1,1,0,0,0,0,1,0,0,523
50368195.000,1,0,5,1,1,0,0,0,0,1,0,0,524
50400195.000,1,0,5,1,1,6,15,15,15,1,1,0,0
